userid,firstname,lastname,dateofbirth,phonenumber,email,address,city,state,zipcode,type
77489,Mary,Chandler,1999-01-23,(460) 851-8418,mary.chandler88@example.com,52343 Alexander Forge,Shungnak,AK,99773,Admin
43865,Madison,Robinson,2001-11-12,(889) 083-3242,madison.robinson10@example.com,35406 Timothy Flats Suite 826,Aroda,VA,22709,Employee
15716,Nathan,Hall,1997-06-17,(121) 508-7261,nathan.hall48@example.com,19363 Gill Gardens Apt. 012,Inverness,FL,34452,Admin
61648,Diana,Yang,2003-08-10,(403) 938-1104,diana.yang20@example.com,25122 Sandra Alley Suite 955,Millheim,PA,16854,Admin
61017,Jaime,Morgan,1983-04-25,(681) 912-0133,jaime.morgan62@example.com,34084 Holland Causeway,Old Fort,NC,28762,Admin
46815,Samantha,Johnson,1980-07-05,(614) 739-1211,samantha.johnson9@example.com,88162 Kathryn Fork,Savannah,GA,31415,Employee
69436,Janice,King,1989-05-18,(884) 236-4329,janice.king71@example.com,03033 Victoria Wells,Reno,NV,89513,Customer
67248,Daniel,Nelson,1993-06-24,(476) 089-5118,daniel.nelson41@example.com,70786 Alyssa Locks,Valley Falls,NY,12185,Customer
57371,William,Vega,1973-04-07,(887) 077-5920,william.vega49@example.com,83141 Christine Creek Apt. 733,Catawissa,MO,63015,Employee
43000,Brian,Holland,1984-08-27,(395) 648-0407,brian.holland14@example.com,21187 Richard Estate,Brea,CA,92823,Employee
98177,Jeanette,Peterson,1978-05-18,(585) 695-9188,jeanette.peterson67@example.com,417 John Plains,Pingree,ND,58476,Customer
12036,Melissa,Chavez,1978-03-02,(440) 728-4178,melissa.chavez80@example.com,1005 Teresa Estates Apt. 678,Zelienople,PA,16063,Employee
88275,Christy,Simpson,1997-01-21,(552) 681-8594,christy.simpson31@example.com,973 Murphy Mission Apt. 903,Clearlake,CA,95422,Guest
24432,Charles,Myers,1958-08-29,(033) 056-5226,charles.myers40@example.com,674 Rhodes Turnpike Apt. 823,West Lafayette,IN,47906,Guest
51854,Victoria,Berger,1978-10-23,(827) 476-1276,victoria.berger40@example.com,1315 Ariel Court Apt. 690,Wise,VA,24293,Customer
43313,Jennifer,Wilson,1998-05-22,(786) 999-3538,jennifer.wilson38@example.com,991 Rogers Crest,Lula,GA,30554,Customer
81939,Tyler,Nixon,2005-01-23,(936) 729-7295,tyler.nixon68@example.com,5140 Walters Island Suite 468,Kincheloe,MI,49788,Guest
43861,Kevin,Kramer,1985-04-21,(420) 230-5080,kevin.kramer72@example.com,0629 Martin Branch Suite 899,Fredericksburg,VA,22406,Customer
81143,Anthony,Rivera,1983-05-26,(872) 542-9807,anthony.rivera91@example.com,524 Patricia Route Suite 547,East Texas,PA,18046,Customer
63746,Jeffrey,Booker,1961-07-21,(728) 372-9024,jeffrey.booker74@example.com,46920 Joseph Ranch,Grand Junction,TN,38039,Admin
61226,Deborah,Rodriguez,1971-04-14,(123) 260-3746,deborah.rodriguez69@example.com,92929 Alexandra Plaza Apt. 316,Knoxville,TN,37930,Employee
32445,Wesley,Hull,1998-02-12,(198) 933-0439,wesley.hull26@example.com,2228 Lambert Alley,Wamego,KS,66547,Employee
93765,Laurie,Morales,1977-11-24,(965) 116-7655,laurie.morales10@example.com,88216 Bradley Throughway,Pound Ridge,NY,10576,Guest
77490,Angela,Martin,1983-06-20,(672) 616-4595,angela.martin99@example.com,18614 Veronica Cove,Yazoo City,MS,39194,Guest
26621,James,Sullivan,1966-04-28,(929) 380-7477,james.sullivan19@example.com,3097 Mercedes Plains Suite 674,Houston,TX,77270,Employee
53863,Melvin,Martinez,1959-08-21,(747) 997-2023,melvin.martinez50@example.com,875 Oliver Creek,Mcbrides,MI,48852,Admin
80515,Mark,Stevens,1963-11-15,(486) 436-1436,mark.stevens64@example.com,94920 Kevin Plains Suite 899,Mount Saint Joseph,OH,45051,Customer
17769,Laurie,Cameron,1996-06-29,(068) 840-8817,laurie.cameron99@example.com,248 Alexa Hills Suite 340,Longmont,CO,80501,Guest
28404,Heather,Rodgers,1977-09-08,(170) 052-4829,heather.rodgers3@example.com,30686 Mark Passage Suite 146,Amma,WV,25005,Employee
13766,Francisco,Thomas,1959-09-05,(651) 679-4396,francisco.thomas35@example.com,3530 Angela Corners,Orrs Island,ME,04066,Guest
46512,Marissa,Scott,1967-01-08,(431) 726-7444,marissa.scott80@example.com,92607 Bailey Course Apt. 957,Pinebluff,NC,28373,Admin
21647,Mary,White,1964-08-26,(606) 465-9974,mary.white40@example.com,149 Small Circles,Springfield,IL,62776,Customer
21894,Anna,Tanner,1962-05-20,(196) 139-2551,anna.tanner55@example.com,21526 Courtney Ford,Cedar Rapids,IA,52499,Guest
38887,David,Miller,1962-02-03,(866) 959-2509,david.miller23@example.com,0672 Timothy Mountains Apt. 645,Stratford,IA,50249,Admin
14989,Adam,Chavez,1986-01-14,(054) 334-1980,adam.chavez99@example.com,85749 Caitlin Hill Apt. 396,Laurel Fork,VA,24352,Guest
76129,Christopher,Johnson,2002-05-18,(905) 158-4381,christopher.johnson75@example.com,94226 Williams Gateway Apt. 237,Woodsfield,OH,43793,Guest
70749,Larry,Malone,1995-11-04,(977) 393-3062,larry.malone71@example.com,89511 Steven Mission Suite 594,New York,NY,10270,Guest
20543,Andre,Williams,1954-03-01,(147) 373-0742,andre.williams23@example.com,76083 Joshua Wells Suite 527,Chicago Heights,IL,60412,Guest
36563,Derek,Parker,1996-03-14,(244) 185-5513,derek.parker72@example.com,533 May Ville Suite 878,Riderwood,MD,21139,Customer
33323,Dawn,Hines,1966-03-02,(810) 591-3412,dawn.hines58@example.com,19859 Rhonda Spur,Santa Ana,CA,92711,Guest
73710,Michael,Jenkins,1997-06-30,(630) 201-7385,michael.jenkins92@example.com,908 Evan Lake,Winterhaven,CA,92283,Guest
45336,John,Aguirre,2005-08-27,(103) 406-7366,john.aguirre52@example.com,01465 Wolfe Lake,Sanford,TX,79078,Guest
59994,Nathaniel,Martin,1967-02-17,(007) 674-7712,nathaniel.martin57@example.com,819 Johnson River Suite 243,Dallas,TX,75372,Guest
61278,Mary,Ho,1975-01-01,(559) 725-9439,mary.ho93@example.com,591 Nancy Divide,San Antonio,TX,78294,Admin
63142,Beth,Campbell,1981-04-30,(865) 772-8263,beth.campbell29@example.com,436 Bradley Forges,Waverley,MA,02479,Customer
41861,Joseph,Terry,1985-08-06,(775) 515-5720,joseph.terry53@example.com,3757 Steven Dale,Idabel,OK,74745,Admin
